player,team,minutes,cluster,centroid_distance,x,y,role_name,is_representative,role_confidence
Ryan Gravenberch,Liverpool,3122.0,0,12.073492392158457,1.3943814,4.4535785,The Enforcers,False,0.5449871689406754
Ryan Manning,Southampton,1462.0,0,11.318440387527737,3.2550724,6.328343,The Enforcers,False,0.5734427590106355
Ryan Sessegnon,Fulham,580.0,1,12.80882988709134,3.2282996,8.758925,The Balanced Players,False,0.5172745581661167
Ryan Trevitt,Brentford,11.0,1,10.212876519939906,7.464018,8.284338,The Balanced Players,False,0.6151080642072293
Ryan Yates,Nott'ham Forest,1915.0,0,10.863943156590352,2.8714786,6.080038,The Enforcers,False,0.5905713631493814
Rúben Dias,Manchester City,2271.0,0,10.39653722709449,3.045372,3.69639,The Enforcers,False,0.6081864564733277
Sam Johnstone,Wolves,630.0,1,9.636647711887612,7.852419,6.732428,The Balanced Players,False,0.6368243574530927
Sam Morsy,Ipswich Town,2751.0,0,10.094807936285054,2.1439114,4.783307,The Enforcers,False,0.619557706345808
Sammie Szmodics,Ipswich Town,992.0,1,11.14065011938948,3.0779634,8.995574,The Balanced Players,False,0.5801431279356142
Samuel Amo-Ameyaw,Southampton,28.0,1,12.35418950530128,6.2010098,9.621034,The Balanced Players,False,0.5344085572206525
Samuel Edozie,Southampton,65.0,1,9.054477260353394,6.1336617,9.54405,The Balanced Players,False,0.6587645729854034
Sander Berge,Fulham,2224.0,0,8.573371560466844,2.611115,4.67583,The Enforcers,False,0.6768959685612465
Sandro Tonali,Newcastle Utd,2630.0,0,11.71570092013956,0.7018422,5.967407,The Enforcers,False,0.5584712301654076
Santiago Bueno,Wolves,1687.0,0,12.069799296387377,4.9409814,5.424833,The Enforcers,False,0.5451263503728238
Saša Lukić,Fulham,2344.0,0,7.370629470138662,1.6339729,5.6350884,The Enforcers,True,0.7222236223816004
Scott McTominay,Manchester Utd,19.0,1,8.93028758708387,6.736837,7.343395,The Balanced Players,False,0.6634449001838036
Sean Longstaff,Newcastle Utd,798.0,1,6.733592454426803,5.1098013,6.440152,The Balanced Players,False,0.7462315901339052
Sepp van den Berg,Brentford,2586.0,0,10.11043659595441,2.9786234,3.74154,The Enforcers,False,0.6189687101837336
Sergio Reguilón,Tottenham,196.0,1,8.126969709919813,6.3970675,6.9434304,The Balanced Players,False,0.6937194826870721
Shumaira Mheuka,Chelsea,11.0,1,18.021794520962242,7.4242315,9.345476,The Balanced Players,False,0.32081393855200335
Simon Adingra,Brighton,1097.0,2,12.498947138275,3.9467144,8.141855,The Attackers,False,0.5289530868184349
Solly March,Brighton,168.0,1,8.666608731575232,6.083554,6.6978207,The Balanced Players,False,0.6733821460641582
Son Heung-min,Tottenham,2110.0,2,12.3265306939536,-0.31428292,7.456888,The Attackers,False,0.5354509328354511
Stefan Ortega,Manchester City,1100.0,1,11.728752754613318,7.9814296,6.6737885,The Balanced Players,False,0.5579793466273618
Stephy Mavididi,Leicester City,1615.0,2,9.065905297965863,0.8098005,7.3835783,The Attackers,False,0.6583338853617562
Sven Botman,Newcastle Utd,412.0,1,6.961190206673591,6.1014214,8.9425335,The Balanced Players,False,0.7376541301721289
Sávio,Manchester City,1766.0,2,12.483113477897227,0.33716983,7.628078,The Attackers,False,0.5295498088273213
Séamus Coleman,Everton,215.0,1,12.620564309062875,6.2888827,6.087459,The Balanced Players,False,0.5243697093342568
Taiwo Awoniyi,Nott'ham Forest,416.0,1,11.198293632657483,4.4301944,8.821641,The Balanced Players,False,0.5779707210369014
Takehiro Tomiyasu,Arsenal,11.0,1,12.392867918158611,6.768654,7.4215918,The Balanced Players,False,0.5329508866839545
Tariq Lamptey,Brighton,860.0,1,9.575061291218091,4.5922847,7.544303,The Balanced Players,False,0.6391453604167298
Taylor Harwood-Bellis,Southampton,2825.0,0,10.818816790701757,2.7913122,3.5418108,The Enforcers,False,0.5922720372237466
Thiago,Brentford,175.0,1,7.751369857652845,6.96019,8.0856,The Balanced Players,False,0.707874687045047
Thomas Partey,Arsenal,2797.0,0,11.41190025334847,1.6569705,4.930542,The Enforcers,False,0.5699205438340942
Tim Iroegbunam,Everton,574.0,1,8.534939436942016,5.6174207,8.297059,The Balanced Players,False,0.6783443572097547
Timo Werner,Tottenham,516.0,1,12.734789371566475,3.4342928,8.238092,The Balanced Players,False,0.5200649176982055
Timothy Castagne,Fulham,1649.0,0,10.188556415473359,4.779847,5.2469907,The Enforcers,False,0.6160246142182408
Toby Collyer,Manchester Utd,179.0,1,8.735663018716393,6.640387,9.179738,The Balanced Players,False,0.6707797021590881
Tom Cairney,Fulham,628.0,1,14.145269309450631,4.3701277,8.520566,The Balanced Players,False,0.466908262702019
Tom King,Wolves,11.0,1,8.694114081090126,7.174817,7.3108125,The Balanced Players,False,0.672345553954308
Tommy Doyle,Wolves,488.0,1,8.222830690183349,4.411219,7.7743835,The Balanced Players,False,0.6901067768848832
Tomáš Souček,West Ham,2567.0,0,13.848661795916625,1.6231642,8.495637,The Enforcers,False,0.47808648852624114
Tosin Adarabioyo,Chelsea,1409.0,0,11.707479317863982,5.053414,5.330166,The Enforcers,False,0.5587810770933506
Toti Gomes,Wolves,2614.0,0,7.420240975337436,2.563111,3.7109573,The Enforcers,False,0.7203539171877437
Trent Alexander-Arnold,Liverpool,2365.0,0,17.56780455444891,0.49207345,5.723126,The Enforcers,False,0.3379234254532354
Trevoh Chalobah,Crystal Palace,1060.0,1,9.170320034176049,4.7982025,6.8341165,The Balanced Players,False,0.6543988147803421
Tyler Adams,Bournemouth,1965.0,0,10.976705338617188,2.5066829,4.7998366,The Enforcers,False,0.5863217029836301
Tyler Dibling,Southampton,1874.0,2,13.983149293782002,1.3045207,6.897742,The Attackers,False,0.4730180679600796
Tyler Fredricson,Manchester Utd,165.0,1,8.83200211514422,6.9868054,9.171989,The Balanced Players,False,0.6671489776277343
Tyrell Malacia,Manchester Utd,100.0,1,6.239915533859377,6.3899355,8.052289,The Balanced Players,False,0.7648367563906816
Tyrick Mitchell,Crystal Palace,3092.0,0,11.747734156243027,0.96805286,4.8727694,The Enforcers,False,0.557263995922489
Tyrique George,Chelsea,183.0,1,12.818937928764607,4.0092397,9.201527,The Balanced Players,False,0.5168936171335778
Tyrone Mings,Aston Villa,1120.0,1,10.857446067226963,5.1867437,5.8931217,The Balanced Players,False,0.5908162184844294
Valentino Livramento,Newcastle Utd,2840.0,0,9.875654443881471,1.2510551,4.960219,The Enforcers,False,0.6278169281000585
Victor Bernth Kristiansen,Leicester City,2482.0,0,11.826220860097129,1.3998615,4.899724,The Enforcers,False,0.5543060732136988
Victor Lindelöf,Manchester Utd,704.0,1,7.098325395828393,5.8218465,6.259179,The Balanced Players,False,0.7324859262566066
Virgil van Dijk,Liverpool,3122.0,0,13.818852845170342,2.6865833,4.051462,The Enforcers,False,0.47920989628842126
Vitaliy Mykolenko,Everton,3082.0,0,9.293603187575542,1.4184287,4.9321504,The Enforcers,False,0.6497526515304561
Vitaly Janelt,Brentford,2254.0,0,5.143925891918443,2.616532,5.2696986,The Enforcers,True,0.806141238440559
Vitezslav Jaros,Liverpool,12.0,1,7.204435306360816,7.4780006,8.296387,The Balanced Players,False,0.7284869697636064
Vitor Reis,Manchester City,11.0,1,11.18967004657168,7.9842243,8.597255,The Balanced Players,False,0.5782957174995103
Vladimír Coufal,West Ham,1067.0,1,10.642926660418533,5.340365,5.7551107,The Balanced Players,False,0.5989007957913622
Wataru Endo,Liverpool,273.0,1,10.244114945743869,6.1414065,6.212805,The Balanced Players,False,0.6139307839223525
Welington,Southampton,482.0,1,9.151311688430237,6.447874,7.8509574,The Balanced Players,False,0.6551151809261619
Wes Burns,Ipswich Town,926.0,1,9.912939829833476,4.653642,8.420883,The Balanced Players,False,0.626411756467186
Wesley Fofana,Chelsea,1172.0,1,8.690126092754351,4.9480777,5.821265,The Balanced Players,False,0.6724958489811281
Wilfred Ndidi,Leicester City,2324.0,0,9.186404889532328,2.207486,5.114122,The Enforcers,False,0.6537926260045415
Will Alves,Leicester City,11.0,1,11.514309449087627,7.541726,9.321828,The Balanced Players,False,0.5660610559107783
Will Hughes,Crystal Palace,2108.0,0,10.15010907594527,1.6314522,5.8279524,The Enforcers,False,0.6174735763111592
Will Lankshear,Tottenham,11.0,1,9.493629080715378,7.6435347,8.827939,The Balanced Players,False,0.6422142902206962
William Osula,Newcastle Utd,134.0,1,11.303592438768703,3.9628637,9.2812395,The Balanced Players,False,0.5740023325773245
William Saliba,Arsenal,3039.0,0,12.726311317978672,2.6724768,3.4773316,The Enforcers,False,0.5203844294881301
William Smallbone,Southampton,690.0,1,9.116986395634035,4.084963,6.5241423,The Balanced Players,False,0.6564087957432205
Willian,Fulham,257.0,1,12.984597874557899,6.062669,6.83786,The Balanced Players,False,0.5106504027859633
Willy Boly,Nott'ham Forest,150.0,1,12.252489926862669,6.3629885,6.095343,The Balanced Players,False,0.538241301848292
Wilson Odobert,Tottenham,850.0,1,8.39948092299826,3.6006384,7.6526546,The Balanced Players,False,0.6834493723883512
Wout Faes,Leicester City,2815.0,0,9.592819403652117,2.9500213,3.5893056,The Enforcers,False,0.6384761117229447
Woyo Coulibaly,Leicester City,109.0,1,10.607176833661693,6.444962,8.883386,The Balanced Players,False,0.600248096916352
Yankuba Minteh,Brighton,1838.0,2,9.186989591125817,0.37138328,7.764608,The Attackers,False,0.6537705903980461
Yasin Ayari,Brighton,1965.0,0,13.216541451407275,1.6033998,6.1637893,The Enforcers,False,0.5019091620479639
Yehor Yarmoliuk,Brentford,1450.0,0,12.586643842813407,3.0526984,6.2778974,The Enforcers,False,0.5256480674826453
Yerson Mosquera,Wolves,441.0,1,6.185923722951156,6.2778716,7.7335916,The Balanced Players,False,0.7668715418477317
Yoane Wissa,Brentford,2919.0,2,11.714651323582657,0.7522569,8.760432,The Attackers,False,0.5585107862346304
Youri Tielemans,Aston Villa,3026.0,0,16.86864724510088,0.4500662,5.9088335,The Enforcers,False,0.36427251620090373
Youssef Chermiti,Everton,45.0,1,10.762350492456616,6.8533335,9.654556,The Balanced Players,False,0.5944000785053768
Yukinari Sugawara,Southampton,1557.0,0,10.994081671692053,3.6029627,6.32334,The Enforcers,False,0.5856668423808307
Yunus Emre Konak,Brentford,42.0,1,10.701916097572798,6.998736,9.232256,The Balanced Players,False,0.596677665156883
Yves Bissouma,Tottenham,1408.0,0,10.979787565729954,2.6860378,4.8524055,The Enforcers,False,0.586205543314249
Zain Silcott-Duberry,Bournemouth,11.0,1,11.403598883608735,7.7559667,8.529018,The Balanced Players,False,0.5702333969526665
Álex Moreno,Nott'ham Forest,955.0,1,9.676321903538247,4.689057,6.0797076,The Balanced Players,False,0.6353291590733207
İlkay Gündoğan,Manchester City,2223.0,0,14.89286552248832,0.80794895,6.372471,The Enforcers,False,0.4387336585084187
Łukasz Fabiański,West Ham,1160.0,1,13.618223280570795,8.04056,6.5676184,The Balanced Players,False,0.4867710081206472
