player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source,prgp_per90,prgc_per90,succ_per90,kp_per90,sca_per90,xag_per90,tkl_per90,int_per90,recov_per90,blocks_per90,gls_per90,xg_per90,sot_per90,g_per_sh_per90,PI,CCI,DA,FE
Emmanuel Agbadou,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,16.0,16.0,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.2,1.1,6.0,31.0,2.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,3.0,0.0,0.0,7.0,4.0,1.0,2.0,12.0,19.0,0.0,0.0,0.0,83.0,26.0,20.0,56.5,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,855.0,1001.0,85.4,17344.0,6203.0,276.0,299.0,92.3,466.0,501.0,93.0,107.0,181.0,59.1,0.0,0.2,0.3,0.2,4.0,40.0,1.0,0.0,31.0,42,41.0,ci CIV,DF,Wolves,27.0,1997.0,16.0,1410.0,88.0,41.2,15.7,16.0,88.0,15.0,0.0,,0.0,1.44,20.0,22.0,2.0,0.13,0.45,19.1,22.8,3.6,0.23,0.25,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,30.0,19.0,21.0,9.0,0.0,13.0,20.0,65.0,7.0,19.0,13.0,6.0,12.0,42.0,90.0,0.0,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,1001.0,955.0,43.0,28.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,855.0,3.0,5.0,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,17.0,1.09,15.0,2.0,0.0,0.0,0.0,0.0,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,1172.0,190.0,649.0,504.0,28.0,7.0,1172.0,13.0,10.0,76.9,2.0,15.4,758.0,3670.0,1752.0,6.0,4.0,0.0,6.0,4.0,796.0,2.0,32,31.0,ci CIV,DF,Wolves,27.0,1997.0,15.7,1.0,7.0,2.0,28.6,0.45,0.13,0.14,0.5,27.6,1.0,0.0,0.0,0.8,0.8,0.12,0.2,0.2,fbref_2024_25,1.9787234042553192,0.3829787234042553,0.6382978723404256,0.2553191489361702,1.0851063829787233,0.01276595744680851,1.9148936170212767,0.7659574468085106,5.297872340425532,1.2127659574468086,0.06382978723404255,0.05106382978723404,0.1276595744680851,0.008936170212765958,-0.38622972316689613,-0.49566994703255396,0.09059714059937893,-0.17329068375892465
Enes Ünal,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,17.0,2.0,345.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,0.4,3.1,4.0,12.0,22.0,0.46,0.26,0.69,0.45,0.67,0.49,0.1,0.69,0.47,0.68,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,2.0,0.0,0.0,6.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,22.0,52.2,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,63.0,99.0,63.6,685.0,192.0,40.0,52.0,76.9,17.0,28.0,62.5,0.0,1.0,29.7,1.0,0.4,0.3,0.6,4.0,4.0,4.0,0.0,12.0,668,644.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,17.0,345.0,20.0,10.1,3.8,2.0,62.0,0.0,15.0,15.0,0.0,1.65,6.0,3.0,3.0,0.78,0.52,7.8,6.3,1.5,0.38,0.04,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,99.0,96.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,6.0,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,9.0,2.35,6.0,0.0,0.0,2.0,1.0,0.0,3.0,0.64,2.0,0.0,0.0,0.0,1.0,0.0,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,172.0,6.0,14.0,63.0,95.0,26.0,172.0,12.0,1.0,8.3,10.0,83.3,91.0,261.0,95.0,4.0,3.0,1.0,17.0,13.0,133.0,22.0,549,529.0,tr TUR,"FW,MF",Bournemouth,27.0,1997.0,3.8,2.0,20.0,7.0,35.0,3.54,1.32,0.1,0.29,14.6,3.0,0.0,0.0,2.7,2.7,0.14,0.7,0.7,fbref_2024_25,3.130434782608696,1.0434782608695652,0.2608695652173913,1.0434782608695652,2.347826086956522,0.10434782608695652,0.2608695652173913,0.0,4.173913043478261,0.2608695652173913,0.46471600688468157,0.4909090909090909,1.3166953528399312,0.02608695652173913,-0.17123550210245234,0.08791920043290169,-0.3760323451968539,1.163968367333409
Enzo Fernández,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,36.0,32.0,2947.0,32.7,6.0,6.0,13.0,6.0,0.0,0.0,8.0,0.0,6.1,6.1,5.7,12.9,60.0,157.0,126.0,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,8.0,0.0,0.0,46.0,48.0,2.0,109.0,13.0,33.0,0.0,0.0,0.0,156.0,14.0,29.0,32.6,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,1518.0,1798.0,79.9,26776.0,7512.0,700.0,789.0,88.7,626.0,737.0,84.9,157.0,273.0,57.5,6.0,5.7,5.0,0.2,50.0,148.0,41.0,7.0,157.0,225,218.0,ar ARG,MF,Chelsea,23.0,2001.0,36.0,2947.0,82.0,86.2,32.7,32.0,89.0,26.0,4.0,25.0,0.0,1.75,56.0,37.0,19.0,0.58,0.2,56.2,38.1,19.6,0.6,0.43,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,65.0,33.0,17.0,30.0,12.0,31.0,67.0,36.9,33.0,43.0,7.0,29.0,13.0,78.0,23.0,4.0,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,1798.0,1651.0,134.0,53.0,9.0,12.0,109.0,4.0,53.0,31.0,8.0,1.0,1518.0,8.0,38.0,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,105.0,4.49,74.0,14.0,2.0,4.0,4.0,3.0,13.0,0.49,10.0,2.0,0.0,1.0,0.0,0.0,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,2139.0,37.0,346.0,994.0,685.0,81.0,2139.0,55.0,26.0,47.3,21.0,38.2,1211.0,5652.0,2735.0,60.0,55.0,9.0,29.0,28.0,1436.0,126.0,189,183.0,ar ARG,MF,Chelsea,23.0,2001.0,32.7,6.0,53.0,20.0,37.7,1.62,0.61,0.11,0.3,18.1,2.0,0.0,0.0,6.1,6.1,0.11,0.1,0.1,fbref_2024_25,6.474380726162199,1.832371903630811,0.7940278249066848,2.351543942992874,4.489311163895487,0.20766881574482524,1.9850695622667118,0.3970139124533424,4.764166949440108,1.313199864268748,0.1832371903630811,0.18629114353579912,0.6107906345436037,0.0033593484899898203,0.36132310685021896,0.9469521322071632,-0.051571137196501735,0.13601684656237206
Eric da Silva Moreira,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,2.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,7.0,8.0,87.5,86.0,9.0,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,580.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,2.0,30.0,15.0,0.9,0.3,0.0,,0.0,2.0,15.0,7.0,1.5,0.0,0.0,0.0,0.0,0.32,0.1,0.3,0.2,0.53,0.45,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,2.0,2.0,2.0,0.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,8.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,13.0,3.0,7.0,4.0,2.0,0.0,13.0,1.0,0.0,0.0,1.0,100.0,4.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,490,473.0,de GER,"MF,DF",Nott'ham Forest,18.0,2006.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,fbref_2024_25,0.0,3.0,0.0,0.0,0.0,0.0,4.547038327526132,1.836734693877551,6.0,0.0,0.0,0.0,0.0,,-0.23797825310197243,-0.7561652732356593,0.8780720360894634,
Erling Haaland,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,31.0,31.0,2736.0,30.4,9.0,3.0,15.0,9.0,0.0,1.0,2.0,0.0,8.9,7.9,3.0,13.3,24.0,20.0,124.0,0.46,0.1,0.69,0.45,0.67,0.49,0.1,0.69,0.47,0.68,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,2.0,0.0,0.0,24.0,13.0,4.0,3.0,5.0,6.0,0.0,0.0,0.0,34.0,57.0,50.0,53.3,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,255.0,381.0,66.9,3086.0,593.0,175.0,246.0,72.2,59.0,84.0,70.2,4.0,6.0,66.7,3.0,3.0,2.0,0.0,29.0,10.0,8.0,1.0,20.0,276,267.0,no NOR,FW,Manchester City,24.0,2000.0,31.0,2736.0,88.0,80.0,30.4,31.0,88.0,25.0,0.0,,1.0,1.77,58.0,38.0,20.0,0.66,0.39,56.2,40.5,15.7,0.52,0.1,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,11.0,6.0,3.0,3.0,5.0,3.0,8.0,37.5,5.0,12.0,1.0,11.0,5.0,16.0,23.0,0.0,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,381.0,372.0,7.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,255.0,2.0,10.0,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,71.0,2.34,51.0,0.0,8.0,7.0,2.0,0.0,9.0,0.3,6.0,0.0,1.0,1.0,0.0,0.0,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,639.0,22.0,40.0,222.0,384.0,133.0,635.0,36.0,13.0,36.1,20.0,55.6,310.0,1494.0,577.0,24.0,15.0,23.0,45.0,27.0,478.0,124.0,232,225.0,no NOR,FW,Manchester City,24.0,2000.0,30.4,9.0,62.0,24.0,52.9,3.42,1.32,0.18,0.35,12.3,1.0,0.0,1.0,8.9,7.9,0.19,0.0,0.2,fbref_2024_25,0.6578947368421053,0.7894736842105263,0.4276315789473684,0.9539473684210527,2.335526315789474,0.09868421052631579,0.3618421052631579,0.16447368421052633,1.118421052631579,0.39473684210526316,0.46471600688468157,0.4909090909090909,1.3166953528399312,0.005921052631578947,-0.484807493017268,0.05477839970716099,-0.509102444530046,1.480007448386355
Ethan Nwaneri,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,26.0,11.0,895.0,9.9,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,46.0,33.0,113.0,0.4,0.2,0.6,0.4,0.6,0.12,0.12,0.24,0.12,0.24,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,1.0,0.0,0.0,9.0,5.0,6.0,54.0,2.0,7.0,0.0,0.0,0.0,34.0,4.0,8.0,33.3,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,342.0,425.0,80.5,4906.0,1216.0,216.0,234.0,92.3,93.0,121.0,76.9,19.0,37.0,51.4,2.0,1.2,1.8,0.8,16.0,17.0,16.0,6.0,33.0,492,475.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,26.0,895.0,34.0,26.2,9.9,11.0,65.0,1.0,15.0,12.0,10.0,1.85,16.0,4.0,12.0,1.21,0.39,14.5,5.4,9.1,0.91,0.33,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,11.0,7.0,4.0,4.0,3.0,7.0,21.0,33.3,14.0,8.0,2.0,6.0,2.0,13.0,4.0,1.0,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,425.0,386.0,36.0,3.0,3.0,1.0,54.0,4.0,27.0,18.0,0.0,0.0,342.0,3.0,14.0,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,29.0,2.91,15.0,6.0,5.0,2.0,1.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,544.0,3.0,44.0,167.0,339.0,44.0,544.0,62.0,37.0,59.7,19.0,30.6,365.0,2852.0,1329.0,46.0,25.0,17.0,23.0,17.0,398.0,113.0,402,388.0,eng ENG,"FW,MF",Arsenal,18.0,2006.0,9.9,4.0,24.0,9.0,37.5,2.41,0.91,0.17,0.44,18.5,1.0,0.0,0.0,1.2,1.2,0.05,2.5,2.3,fbref_2024_25,3.3184357541899443,4.625698324022347,2.295918367346939,1.6089385474860336,2.916201117318436,0.12067039106145251,1.106145251396648,0.2011173184357542,3.4189944134078214,0.8044692737430168,0.4022346368715084,0.12067039106145251,0.9050279329608939,0.017094972067039107,0.5863877318645729,0.3318085917201606,-0.28132254277456925,0.494977901420861
Ethan Pinnock,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,22.0,21.0,1913.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.3,3.0,41.0,9.0,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,2.0,0.0,0.0,8.0,4.0,0.0,9.0,24.0,19.0,0.0,1.0,0.0,50.0,63.0,43.0,59.4,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,924.0,1080.0,85.6,17045.0,6094.0,360.0,382.0,94.2,472.0,528.0,89.4,84.0,145.0,57.9,0.0,1.2,0.7,1.2,8.0,48.0,4.0,1.0,41.0,533,514.0,jm JAM,DF,Brentford,31.0,1993.0,22.0,1913.0,87.0,55.9,21.3,21.0,90.0,20.0,1.0,31.0,9.0,1.5,40.0,35.0,5.0,0.24,0.03,31.4,33.9,2.4,0.11,0.47,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,35.0,19.0,15.0,16.0,4.0,13.0,24.0,54.2,11.0,29.0,18.0,11.0,24.0,59.0,128.0,4.0,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,1080.0,954.0,126.0,15.0,0.0,0.0,9.0,39.0,0.0,0.0,0.0,0.0,924.0,0.0,8.0,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,21.0,0.99,13.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,1348.0,294.0,783.0,457.0,109.0,24.0,1348.0,9.0,3.0,33.3,6.0,66.7,633.0,3117.0,1633.0,3.0,4.0,0.0,2.0,4.0,760.0,9.0,434,419.0,jm JAM,DF,Brentford,31.0,1993.0,21.3,2.0,10.0,6.0,60.0,0.47,0.28,0.2,0.33,11.1,0.0,0.0,0.0,1.1,1.1,0.11,0.9,0.9,fbref_2024_25,1.9289074751698903,0.1411395713538944,0.1411395713538944,0.37637219027705177,0.9879769994772608,0.056455828541557763,1.6466283324621014,1.1291165708311552,2.3523261892315737,1.3643491897543125,0.09409304756926294,0.051751176163094624,0.2822791427077888,0.009409304756926294,-0.45522118094899355,-0.3830248429783758,0.01804409627754643,-0.11341611482830508
Evan Ferguson,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,8.0,1.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,10.0,33.3,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,28.0,37.0,75.7,375.0,21.0,21.0,26.0,80.8,5.0,7.0,71.4,1.0,2.0,50.0,0.0,0.3,0.3,0.3,2.0,1.0,0.0,0.0,1.0,443,214.0,ie IRL,FW,West Ham,19.0,2004.0,8.0,156.0,20.0,4.6,1.7,1.0,62.0,0.0,7.0,16.0,4.0,1.13,0.0,2.0,2.0,1.15,0.77,1.9,1.3,0.6,0.36,0.72,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,3.0,1.0,0.0,1.0,2.0,0.0,0.0,40.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,37.0,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,4.0,2.31,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,66.0,1.0,6.0,30.0,31.0,10.0,66.0,5.0,3.0,60.0,2.0,40.0,31.0,123.0,41.0,1.0,1.0,1.0,8.0,5.0,42.0,7.0,371,179.0,ie IRL,FW,West Ham,19.0,2004.0,1.7,0.0,5.0,1.0,20.0,2.88,0.58,0.0,0.0,17.2,0.0,0.0,0.0,0.6,0.6,0.11,0.6,0.6,fbref_2024_25,0.5769230769230769,0.5769230769230769,1.7307692307692308,1.1538461538461537,2.3076923076923075,0.17307692307692307,1.7307692307692308,0.5769230769230769,4.615384615384615,1.1538461538461537,0.0,0.34615384615384615,0.5769230769230769,0.0,-0.4599126696113445,0.26818069268875444,-0.027149240409177506,-0.0664986287915404
Evanilson,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,31.0,28.0,2319.0,25.8,9.0,1.0,11.0,9.0,0.0,1.0,1.0,1.0,8.9,7.9,1.9,13.3,29.0,28.0,99.0,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,1.0,1.0,0.0,37.0,48.0,10.0,0.0,1.0,10.0,1.0,0.0,0.0,67.0,42.0,57.0,40.4,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,244.0,342.0,71.3,3038.0,622.0,154.0,202.0,76.2,54.0,72.0,75.0,11.0,16.0,68.8,1.0,1.9,1.8,0.9,26.0,14.0,6.0,0.0,28.0,212,205.0,br BRA,FW,Bournemouth,24.0,1999.0,31.0,2319.0,75.0,67.8,25.8,28.0,80.0,7.0,3.0,23.0,1.0,1.45,34.0,29.0,5.0,0.19,0.38,44.1,26.6,17.5,0.68,0.84,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,16.0,10.0,6.0,5.0,5.0,8.0,12.0,66.7,4.0,11.0,2.0,9.0,1.0,17.0,21.0,0.0,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,342.0,337.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.0,11.0,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,61.0,2.37,39.0,0.0,3.0,7.0,6.0,0.0,8.0,0.31,2.0,0.0,1.0,1.0,1.0,0.0,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,558.0,23.0,56.0,208.0,299.0,127.0,557.0,21.0,7.0,33.3,8.0,38.1,333.0,1822.0,861.0,29.0,18.0,15.0,38.0,24.0,400.0,99.0,176,171.0,br BRA,FW,Bournemouth,24.0,1999.0,25.8,9.0,62.0,24.0,43.1,2.79,1.2,0.14,0.32,12.8,0.0,0.0,1.0,8.9,7.9,0.16,2.5,1.7,fbref_2024_25,1.0866752910737387,1.1254851228978007,0.2716688227684347,1.0090556274256144,2.367399741267788,0.07373868046571798,0.6209573091849935,0.03880983182406209,2.6002587322121604,0.4269081500646831,0.38809831824062097,0.4851228978007762,1.203104786545925,0.005433376455368694,-0.39153587431921943,0.010794833404274118,-0.4397975833320232,0.7206984205645318
Ezri Konsa,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,34.0,33.0,2936.0,32.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,24.0,90.0,11.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,1.0,0.0,0.0,9.0,47.0,1.0,5.0,24.0,18.0,0.0,0.0,0.0,97.0,31.0,23.0,57.4,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,1526.0,1673.0,92.9,26299.0,8781.0,669.0,692.0,96.7,712.0,779.0,95.6,62.0,95.0,65.3,0.0,0.4,0.6,0.4,6.0,106.0,2.0,0.0,90.0,367,354.0,eng ENG,DF,Aston Villa,26.0,1997.0,34.0,2936.0,86.0,85.8,32.6,33.0,88.0,32.0,1.0,45.0,1.0,1.76,48.0,45.0,3.0,0.09,0.65,46.5,43.4,3.1,0.1,0.43,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,34.0,18.0,20.0,10.0,4.0,20.0,25.0,80.0,5.0,20.0,11.0,9.0,24.0,58.0,114.0,4.0,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,1673.0,1538.0,134.0,68.0,6.0,0.0,5.0,34.0,0.0,0.0,0.0,0.0,1526.0,1.0,21.0,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,24.0,0.74,19.0,2.0,1.0,2.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,1915.0,250.0,883.0,934.0,107.0,22.0,1915.0,18.0,8.0,44.4,7.0,38.9,1132.0,5817.0,3008.0,24.0,15.0,2.0,17.0,10.0,1338.0,11.0,302,292.0,eng ENG,DF,Aston Villa,26.0,1997.0,32.6,2.0,11.0,5.0,45.5,0.34,0.15,0.18,0.4,8.9,0.0,0.0,0.0,1.3,1.3,0.12,0.7,0.7,fbref_2024_25,2.758855585831063,0.7356948228882834,0.2452316076294278,0.18392370572207084,0.7356948228882834,0.01226158038147139,1.042234332425068,0.7356948228882834,2.973433242506812,0.6130790190735694,0.06130790190735695,0.039850136239782015,0.15326975476839236,0.005517711171662125,-0.26242830409989093,-0.5687620505425803,-0.15902895602506883,-0.18978274518485272
